Meter,Days Connected,Days Disconnected
00103723,,2016-02-24
00103723,,2016-02-25
00103723,,2016-02-26
00103723,,2016-02-27
00103723,,2016-02-28
00103723,,2016-02-29
00103723,,2016-03-01
00103723,,2016-03-02
00103723,,2016-03-03
00103723,,2016-03-04
00103723,,2016-03-05
00103723,,2016-03-06
00103723,,2016-03-07
00103723,,2016-03-08
0010378F,2016-02-13,2016-02-18
0010378F,2016-02-14,2016-02-19
0010378F,2016-02-15,2016-02-20
0010378F,2016-02-16,2016-02-21
0010378F,2016-02-17,2016-02-22
0010378F,2016-03-01,2016-02-23
0010378F,2016-03-02,2016-02-24
0010378F,2016-03-05,2016-02-25
0010378F,2016-03-06,2016-02-26
0010378F,2016-03-07,2016-02-27
0010378F,2016-03-08,2016-02-28
0010378F,2016-03-09,2016-02-29
0010378F,,2016-03-03
0010378F,,2016-03-04
001037AF,2016-03-06,2016-02-09
001037AF,2016-03-07,2016-02-10
001037AF,2016-03-09,2016-02-11
001037AF,,2016-02-12
001037AF,,2016-02-13
001037AF,,2016-02-14
001037AF,,2016-02-15
001037AF,,2016-02-16
001037AF,,2016-02-17
001037AF,,2016-02-18
001037AF,,2016-02-19
001037AF,,2016-02-20
001037AF,,2016-02-21
001037AF,,2016-02-22
001037AF,,2016-02-23
001037AF,,2016-02-24
001037AF,,2016-02-25
001037AF,,2016-02-26
001037AF,,2016-02-27
001037AF,,2016-02-28
001037AF,,2016-02-29
001037AF,,2016-03-01
001037AF,,2016-03-02
001037AF,,2016-03-03
001037AF,,2016-03-04
001037AF,,2016-03-05
001037AF,,2016-03-08
001037CE,2016-02-13,2016-02-15
001037CE,2016-02-14,2016-02-16
001037CE,2016-02-27,2016-02-17
001037CE,2016-03-02,2016-02-18
001037CE,2016-03-05,2016-02-19
001037CE,2016-03-06,2016-02-20
001037CE,,2016-02-21
001037CE,,2016-02-22
001037CE,,2016-02-23
001037CE,,2016-02-24
001037CE,,2016-02-25
001037CE,,2016-02-26
001037CE,,2016-02-28
001037CE,,2016-02-29
001037CE,,2016-03-01
001037CE,,2016-03-03
001037CE,,2016-03-04
001037CE,,2016-03-07
001037F4,2016-02-09,2016-02-10
001037F4,2016-02-11,
001037F4,2016-02-12,
001037F4,2016-02-13,
001037F4,2016-02-14,
001037F4,2016-02-15,
001037F4,2016-02-16,
001037F4,2016-02-17,
001037F4,2016-02-18,
001037F4,2016-02-19,
001037F4,2016-02-20,
001037F4,2016-02-21,
001037F4,2016-02-22,
001037F4,2016-02-23,
001037F4,2016-02-24,
001037F4,2016-02-25,
001037F4,2016-02-26,
001037F4,2016-02-27,
001037F4,2016-02-28,
001037F4,2016-02-29,
001037F4,2016-03-01,
001037F4,2016-03-02,
001037F4,2016-03-03,
001037F4,2016-03-04,
001037F4,2016-03-05,
001037F4,2016-03-06,
001037F4,2016-03-07,
001037F4,2016-03-08,
0010388C,,2016-02-10
0010388C,,2016-02-11
0010388C,,2016-02-12
0010388C,,2016-02-13
0010388C,,2016-02-14
0010388C,,2016-02-15
0010388C,,2016-02-16
0010388C,,2016-02-17
0010388C,,2016-02-18
0010388C,,2016-02-19
0010388C,,2016-02-20
0010388C,,2016-02-21
0010388C,,2016-02-22
0010388C,,2016-02-23
0010388C,,2016-02-24
0010388C,,2016-02-25
0010388C,,2016-02-26
0010388C,,2016-02-27
0010388F,,2016-02-14
0010388F,,2016-02-15
0010388F,,2016-02-16
0010388F,,2016-02-17
0010388F,,2016-02-18
0010388F,,2016-02-19
0010388F,,2016-02-20
0010388F,,2016-02-21
0010388F,,2016-02-22
0010388F,,2016-02-23
0010388F,,2016-02-24
0010388F,,2016-02-25
0010388F,,2016-02-26
0010388F,,2016-02-27
0010388F,,2016-02-28
0010388F,,2016-02-29
0010388F,,2016-03-01
0010388F,,2016-03-02
0010388F,,2016-03-03
0010388F,,2016-03-04
0010388F,,2016-03-05
0010388F,,2016-03-06
0010388F,,2016-03-07
0010388F,,2016-03-08
0010389B,,2016-02-09
0010389B,,2016-02-10
0010389B,,2016-02-11
0010389B,,2016-02-12
0010389B,,2016-02-13
0010389B,,2016-02-14
0010389B,,2016-02-15
0010389B,,2016-02-16
0010389B,,2016-02-17
0010389B,,2016-02-18
0010389B,,2016-02-19
0010389B,,2016-02-20
0010389B,,2016-02-21
0010389B,,2016-02-22
0010389B,,2016-02-23
0010389B,,2016-02-24
0010389B,,2016-02-25
0010389B,,2016-02-26
0010389B,,2016-02-27
0010389B,,2016-02-28
0010389B,,2016-02-29
0010389B,,2016-03-01
0010389B,,2016-03-02
0010389B,,2016-03-03
0010389B,,2016-03-04
0010389B,,2016-03-05
0010389B,,2016-03-06
0010389B,,2016-03-07
00103903,,2016-02-09
00103903,,2016-02-10
00103903,,2016-02-11
00103903,,2016-02-12
00103903,,2016-02-13
00103903,,2016-02-14
00103903,,2016-02-15
00103903,,2016-02-16
00103903,,2016-02-17
00103903,,2016-02-18
00103903,,2016-02-19
00103903,,2016-02-20
00103903,,2016-02-21
00103903,,2016-02-22
00103903,,2016-02-23
00103903,,2016-02-24
00103903,,2016-02-25
00103903,,2016-02-26
00103903,,2016-02-27
00103903,,2016-02-28
00103903,,2016-02-29
00103903,,2016-03-01
00103903,,2016-03-02
00103903,,2016-03-03
00103903,,2016-03-04
00103903,,2016-03-05
0010390F,,2016-02-10
0010390F,,2016-02-11
0010390F,,2016-02-12
0010390F,,2016-02-13
0010390F,,2016-02-14
0010390F,,2016-02-15
0010390F,,2016-02-16
0010390F,,2016-02-17
0010390F,,2016-02-18
0010390F,,2016-02-19
0010390F,,2016-02-20
0010390F,,2016-02-21
0010390F,,2016-02-22
0010390F,,2016-02-23
0010390F,,2016-02-24
0010390F,,2016-02-25
0010390F,,2016-02-26
0010390F,,2016-02-27
0010390F,,2016-02-28
0010390F,,2016-02-29
0010390F,,2016-03-01
0010390F,,2016-03-02
0010390F,,2016-03-03
0010390F,,2016-03-04
0010390F,,2016-03-05
0010390F,,2016-03-06
00103913,2016-02-10,2016-02-09
00103913,2016-02-11,2016-02-12
00103913,,2016-02-13
00103913,,2016-02-14
00103913,,2016-02-15
00103913,,2016-02-16
00103913,,2016-02-17
00103913,,2016-02-18
00103913,,2016-02-19
00103913,,2016-02-20
00103913,,2016-02-21
00103913,,2016-02-22
00103913,,2016-02-23
00103913,,2016-02-24
00103913,,2016-02-25
00103913,,2016-02-26
00103913,,2016-02-27
00103913,,2016-02-28
00103913,,2016-02-29
00103913,,2016-03-01
00103913,,2016-03-02
00103913,,2016-03-03
00103923,2016-02-13,2016-02-09
00103923,2016-02-17,2016-02-10
00103923,2016-02-19,2016-02-11
00103923,2016-02-26,2016-02-12
00103923,2016-02-29,2016-02-14
00103923,2016-03-01,2016-02-15
00103923,2016-03-03,2016-02-16
00103923,2016-03-04,2016-02-18
00103923,2016-03-06,2016-02-20
00103923,,2016-02-21
00103923,,2016-02-22
00103923,,2016-02-23
00103923,,2016-02-24
00103923,,2016-02-25
00103923,,2016-02-27
00103923,,2016-02-28
00103923,,2016-03-02
00103923,,2016-03-05
00103923,,2016-03-07
00103958,2016-02-13,2016-02-09
00103958,2016-02-14,2016-02-10
00103958,2016-02-25,2016-02-11
00103958,2016-02-26,2016-02-12
00103958,2016-02-28,2016-02-15
00103958,2016-02-29,2016-02-16
00103958,2016-03-01,2016-02-17
00103958,2016-03-02,2016-02-18
00103958,2016-03-03,2016-02-19
00103958,2016-03-04,2016-02-20
00103958,2016-03-05,2016-02-21
00103958,2016-03-06,2016-02-22
00103958,2016-03-07,2016-02-23
00103958,2016-03-08,2016-02-24
00103958,2016-03-09,2016-02-27
00103992,2016-02-10,2016-02-09
00103992,2016-02-14,2016-02-11
00103992,2016-02-15,2016-02-12
00103992,2016-02-16,2016-02-13
00103992,2016-02-17,2016-02-18
00103992,2016-02-24,2016-02-19
00103992,2016-02-26,2016-02-20
00103992,2016-02-27,2016-02-21
00103992,2016-02-29,2016-02-22
00103992,,2016-02-23
00103992,,2016-02-25
00103992,,2016-02-28
00103992,,2016-03-01
00103996,2016-03-09,2016-02-09
00103996,,2016-02-10
00103996,,2016-02-11
00103996,,2016-02-12
00103996,,2016-02-13
00103996,,2016-02-14
00103996,,2016-02-15
00103996,,2016-02-16
00103996,,2016-02-17
00103996,,2016-02-18
00103996,,2016-02-19
00103996,,2016-02-20
00103996,,2016-02-21
00103996,,2016-02-22
00103996,,2016-02-23
00103996,,2016-02-24
00103996,,2016-02-25
00103996,,2016-02-26
00103996,,2016-02-27
00103996,,2016-02-28
00103996,,2016-02-29
00103996,,2016-03-01
00103996,,2016-03-02
00103996,,2016-03-03
00103996,,2016-03-04
00103996,,2016-03-05
00103996,,2016-03-06
00103996,,2016-03-07
00103996,,2016-03-08
00103E06,,2016-02-09
00103E06,,2016-02-10
00103E06,,2016-02-11
00103E06,,2016-02-12
00103E06,,2016-02-13
00103E06,,2016-02-14
00103E06,,2016-02-15
00103E06,,2016-02-16
00103E06,,2016-02-17
00103E06,,2016-02-18
00103E06,,2016-02-19
00103E06,,2016-02-20
00103E06,,2016-02-21
00103E06,,2016-02-22
00103E06,,2016-02-23
00103E06,,2016-02-24
00103E06,,2016-02-25
00103E06,,2016-02-26
00103E06,,2016-02-27
00103E06,,2016-02-28
00103E06,,2016-02-29
00103E06,,2016-03-01
00103E06,,2016-03-02
00103E06,,2016-03-03
00103E06,,2016-03-04
00103E06,,2016-03-05
00103E06,,2016-03-06
00103E06,,2016-03-07
00103E2A,,2016-02-09
00103E2A,,2016-02-10
00103E2A,,2016-02-11
00103E2A,,2016-02-12
00103E2A,,2016-02-13
00103E2A,,2016-02-14
00103E2A,,2016-02-15
00103E2A,,2016-02-16
00103E2A,,2016-02-17
00103E2A,,2016-02-18
00103E2A,,2016-02-19
00103E2A,,2016-02-20
00103E2A,,2016-02-21
00103E2A,,2016-02-22
00103E2A,,2016-02-23
00103E2A,,2016-02-24
00103E2A,,2016-02-25
00103E2A,,2016-02-26
00103E2A,,2016-02-27
00103E2A,,2016-02-28
00103E2A,,2016-02-29
00103E2A,,2016-03-01
00103E2A,,2016-03-02
00103E2A,,2016-03-03
00103E2A,,2016-03-04
00103E2A,,2016-03-05
00103E2A,,2016-03-06
00103E2A,,2016-03-07
00103E2A,,2016-03-08
00103E2A,,2016-03-09
00103E90,2016-02-09,2016-02-17
00103E90,2016-02-10,
00103E90,2016-02-11,
00103E90,2016-02-12,
00103E90,2016-02-13,
00103E90,2016-02-14,
00103E90,2016-02-15,
00103E90,2016-02-16,
00103E90,2016-02-18,
00103E90,2016-02-19,
00103E90,2016-02-20,
00103E90,2016-02-21,
00103E90,2016-02-22,
00103E90,2016-02-23,
00103E90,2016-02-24,
00103E90,2016-02-25,
00103E90,2016-02-26,
00103E90,2016-02-27,
00103E90,2016-02-28,
00103E90,2016-02-29,
00103E90,2016-03-01,
00103E90,2016-03-02,
00103E90,2016-03-03,
00103E90,2016-03-04,
00103E90,2016-03-05,
00103E90,2016-03-06,
00103E90,2016-03-07,
00103E90,2016-03-08,
00103FDE,,2016-02-09
00103FDE,,2016-02-10
00103FDE,,2016-02-11
00103FDE,,2016-02-12
00103FDE,,2016-02-13
00103FDE,,2016-02-14
00103FDE,,2016-02-15
00103FDE,,2016-02-16
00103FDE,,2016-02-17
00103FDE,,2016-02-18
00103FDE,,2016-02-19
00103FDE,,2016-02-20
00103FDE,,2016-02-21
00103FDE,,2016-02-22
00103FDE,,2016-02-23
00103FDE,,2016-02-24
00103FDE,,2016-02-25
00103FDE,,2016-02-26
00103FDE,,2016-02-27
00103FDE,,2016-02-28
00103FDE,,2016-02-29
00103FDE,,2016-03-01
00103FDE,,2016-03-02
00103FDE,,2016-03-03
00103FDE,,2016-03-04
00103FDE,,2016-03-05
00103FDE,,2016-03-06
00103FDE,,2016-03-07
00103FE2,,2016-02-09
00103FE2,,2016-02-10
00103FE2,,2016-02-11
00103FE2,,2016-02-12
00103FE2,,2016-02-13
00103FE2,,2016-02-14
00103FE2,,2016-02-15
00103FE2,,2016-02-16
00103FE2,,2016-02-17
00103FE2,,2016-02-18
00103FE2,,2016-02-19
00103FE2,,2016-02-20
00103FE2,,2016-02-21
00103FE2,,2016-02-22
00103FE2,,2016-02-23
00103FE2,,2016-02-24
00103FE2,,2016-02-25
00103FE2,,2016-02-26
00103FE2,,2016-02-27
00103FE2,,2016-02-28
00103FE2,,2016-02-29
00103FED,,2016-02-09
00103FED,,2016-02-10
00103FED,,2016-02-11
00103FED,,2016-02-12
00103FED,,2016-02-13
00103FED,,2016-02-14
00103FED,,2016-02-15
00103FED,,2016-02-16
00103FED,,2016-02-17
00103FED,,2016-02-18
00103FED,,2016-02-19
00103FED,,2016-02-20
00103FED,,2016-02-21
00103FED,,2016-02-22
00103FED,,2016-02-23
00103FED,,2016-02-24
00103FED,,2016-02-25
00103FED,,2016-02-26
00103FED,,2016-02-27
00103FED,,2016-02-28
00103FED,,2016-02-29
00103FED,,2016-03-01
00103FED,,2016-03-02
00103FED,,2016-03-03
00103FED,,2016-03-04
00103FED,,2016-03-05
00103FED,,2016-03-06
00103FED,,2016-03-07
00103FED,,2016-03-08
00104041,2016-02-10,2016-02-09
00104041,2016-02-18,2016-02-11
00104041,,2016-02-12
00104041,,2016-02-13
00104041,,2016-02-14
00104041,,2016-02-15
00104041,,2016-02-16
00104041,,2016-02-17
00104041,,2016-02-19
00104041,,2016-02-20
00104041,,2016-02-21
00104041,,2016-02-22
00104041,,2016-02-23
00104041,,2016-02-24
00104041,,2016-02-25
00104041,,2016-02-26
00104041,,2016-02-27
00104041,,2016-02-28
00104041,,2016-02-29
00104041,,2016-03-01
00104041,,2016-03-02
00104041,,2016-03-03
00104041,,2016-03-04
00104041,,2016-03-05
00104041,,2016-03-06
00104041,,2016-03-07
00104041,,2016-03-08
00104041,,2016-03-09
00104108,2016-02-16,2016-02-15
00104108,2016-03-02,2016-02-17
00104108,2016-03-03,2016-02-18
00104108,2016-03-04,2016-02-19
00104108,2016-03-05,2016-02-20
00104108,2016-03-07,2016-02-21
00104108,2016-03-08,2016-02-22
00104108,2016-03-09,2016-02-23
00104108,,2016-02-24
00104108,,2016-02-25
00104108,,2016-02-26
00104108,,2016-02-27
00104108,,2016-02-28
00104108,,2016-02-29
00104108,,2016-03-01
00104108,,2016-03-06
0010411E,,2016-02-09
0010411E,,2016-02-10
0010411E,,2016-02-11
0010411E,,2016-02-12
0010411E,,2016-02-13
0010411E,,2016-02-14
0010411E,,2016-02-15
0010411E,,2016-02-16
0010411E,,2016-02-17
0010411E,,2016-02-18
0010411E,,2016-02-19
0010411E,,2016-02-20
0010411E,,2016-02-21
0010411E,,2016-02-22
0010411E,,2016-02-23
0010411E,,2016-02-24
0010411E,,2016-02-25
0010411E,,2016-02-26
0010411E,,2016-02-27
0010411E,,2016-02-28
0010411E,,2016-02-29
0010411E,,2016-03-01
0010411E,,2016-03-02
0010411E,,2016-03-03
0010411E,,2016-03-04
0010411E,,2016-03-05
0010412A,2016-03-09,2016-02-09
0010412A,,2016-02-10
0010412A,,2016-02-11
0010412A,,2016-02-12
0010412A,,2016-02-13
0010412A,,2016-02-14
0010412A,,2016-02-15
0010412A,,2016-02-16
0010412A,,2016-02-17
0010412A,,2016-02-18
0010412A,,2016-02-19
0010412A,,2016-02-20
0010412A,,2016-02-21
0010412A,,2016-02-22
0010412A,,2016-02-23
0010412A,,2016-02-24
0010412A,,2016-02-25
0010412A,,2016-02-26
0010412A,,2016-02-27
0010412A,,2016-02-28
0010412A,,2016-02-29
0010412A,,2016-03-01
0010412A,,2016-03-02
0010412A,,2016-03-03
0010412A,,2016-03-04
0010412A,,2016-03-05
0010412A,,2016-03-06
0010412A,,2016-03-07
0010412A,,2016-03-08
0010413E,2016-02-13,2016-02-09
0010413E,,2016-02-10
0010413E,,2016-02-11
0010413E,,2016-02-12
0010413E,,2016-02-14
0010413E,,2016-02-15
0010413E,,2016-02-16
0010413E,,2016-02-17
0010413E,,2016-02-18
0010413E,,2016-02-19
0010413E,,2016-02-20
0010413E,,2016-02-21
0010413E,,2016-02-22
0010413E,,2016-02-23
0010413E,,2016-02-24
0010413E,,2016-02-25
0010413E,,2016-02-26
0010413E,,2016-02-27
0010413E,,2016-02-28
0010413E,,2016-02-29
0010413E,,2016-03-01
0010413E,,2016-03-02
0010413E,,2016-03-03
0010413E,,2016-03-04
0010413E,,2016-03-05
0010413E,,2016-03-06
0010413E,,2016-03-07
0010413E,,2016-03-08
0010413E,,2016-03-09
00104142,,2016-02-09
00104142,,2016-02-10
00104142,,2016-02-11
00104142,,2016-02-12
00104142,,2016-02-13
00104142,,2016-02-14
00104142,,2016-02-15
00104142,,2016-02-16
00104142,,2016-02-17
00104142,,2016-02-18
00104142,,2016-02-19
00104142,,2016-02-20
00104142,,2016-02-21
00104142,,2016-02-22
00104142,,2016-02-23
00104142,,2016-02-24
00104142,,2016-02-25
00104142,,2016-02-26
00104142,,2016-02-27
00104142,,2016-02-28
00104142,,2016-02-29
00104142,,2016-03-01
00104142,,2016-03-02
00104142,,2016-03-03
00104142,,2016-03-04
00104142,,2016-03-05
00104142,,2016-03-06
00104142,,2016-03-07
00104142,,2016-03-08
0010414E,,2016-02-18
0010414E,,2016-02-19
0010414E,,2016-02-20
0010414E,,2016-02-21
0010414E,,2016-02-22
0010414E,,2016-02-23
0010414E,,2016-02-24
0010414E,,2016-02-25
0010414E,,2016-02-26
0010414E,,2016-02-27
0010414E,,2016-02-28
0010414E,,2016-02-29
0010414E,,2016-03-01
0010414E,,2016-03-02
0010414E,,2016-03-03
0010414E,,2016-03-04
00104168,2016-02-22,2016-02-10
00104168,2016-03-03,2016-02-11
00104168,2016-03-06,2016-02-12
00104168,,2016-02-13
00104168,,2016-02-14
00104168,,2016-02-15
00104168,,2016-02-16
00104168,,2016-02-17
00104168,,2016-02-18
00104168,,2016-02-19
00104168,,2016-02-20
00104168,,2016-02-21
00104168,,2016-02-23
00104168,,2016-02-24
00104168,,2016-02-25
00104168,,2016-02-26
00104168,,2016-02-27
00104168,,2016-02-28
00104168,,2016-02-29
00104168,,2016-03-01
00104168,,2016-03-02
00104168,,2016-03-04
00104168,,2016-03-05
00104168,,2016-03-07
00104178,2016-03-01,2016-02-09
00104178,,2016-02-10
00104178,,2016-02-11
00104178,,2016-02-12
00104178,,2016-02-13
00104178,,2016-02-14
00104178,,2016-02-15
00104178,,2016-02-16
00104178,,2016-02-17
00104178,,2016-02-18
00104178,,2016-02-19
00104178,,2016-02-20
00104178,,2016-02-21
00104178,,2016-02-22
00104178,,2016-02-23
00104178,,2016-02-24
00104178,,2016-02-25
00104178,,2016-02-26
00104178,,2016-02-27
00104178,,2016-02-28
00104178,,2016-02-29
00104178,,2016-03-02
00104178,,2016-03-03
00104178,,2016-03-04
00104178,,2016-03-05
00104178,,2016-03-06
00104178,,2016-03-07
00104178,,2016-03-08
00104178,,2016-03-09
001041AB,,2016-02-09
001041AB,,2016-02-10
001041AB,,2016-02-11
001041AB,,2016-02-12
001041AB,,2016-02-13
001041AB,,2016-02-14
001041AB,,2016-02-15
001041AB,,2016-02-16
001041AB,,2016-02-17
001041AB,,2016-02-18
001041AB,,2016-02-19
001041AB,,2016-02-20
001041AB,,2016-02-21
001041AB,,2016-02-22
001041AB,,2016-02-23
001041AB,,2016-02-24
001041AB,,2016-02-25
001041AB,,2016-02-26
001041AB,,2016-02-27
001041AB,,2016-02-28
001041AB,,2016-02-29
001041AB,,2016-03-01
001041AB,,2016-03-02
001041AB,,2016-03-03
001041AB,,2016-03-04
001041AB,,2016-03-05
001041AB,,2016-03-06
001041AB,,2016-03-07
001041AB,,2016-03-08
001041C8,,2016-02-09
001041C8,,2016-02-10
001041C8,,2016-02-11
001041C8,,2016-02-12
001041C8,,2016-02-13
001041C8,,2016-02-14
001041C8,,2016-02-15
001041C8,,2016-02-16
001041C8,,2016-02-17
001041C8,,2016-02-18
001041C8,,2016-02-19
001041C8,,2016-02-20
001041C8,,2016-02-21
001041C8,,2016-02-22
001041C8,,2016-02-23
001041C8,,2016-02-24
001041C8,,2016-02-25
001041C8,,2016-02-26
001041C8,,2016-02-27
001041C8,,2016-02-28
001041C8,,2016-02-29
001041C8,,2016-03-01
001041C8,,2016-03-02
001041C8,,2016-03-03
001041C8,,2016-03-04
001041C8,,2016-03-05
001041C8,,2016-03-06
001041C8,,2016-03-07
001041C8,,2016-03-08
001041C8,,2016-03-09
00104201,2016-03-09,2016-02-10
00104201,,2016-02-11
00104201,,2016-02-12
00104201,,2016-02-13
00104201,,2016-02-14
00104201,,2016-02-15
00104201,,2016-02-16
00104201,,2016-02-17
00104201,,2016-02-18
00104201,,2016-02-19
00104201,,2016-02-20
00104201,,2016-02-21
00104201,,2016-02-22
00104201,,2016-02-23
00104201,,2016-02-24
00104201,,2016-02-25
00104201,,2016-02-26
00104201,,2016-02-27
00104201,,2016-02-28
00104201,,2016-02-29
00104201,,2016-03-01
00104201,,2016-03-02
00104201,,2016-03-03
00104201,,2016-03-04
00104201,,2016-03-05
00104201,,2016-03-06
00104201,,2016-03-07
00104201,,2016-03-08
00104243,2016-03-09,2016-02-09
00104243,,2016-02-10
00104243,,2016-02-11
00104243,,2016-02-12
00104243,,2016-02-13
00104243,,2016-02-14
00104243,,2016-02-15
00104243,,2016-02-16
00104243,,2016-02-17
00104243,,2016-02-18
00104243,,2016-02-19
00104243,,2016-02-20
00104243,,2016-02-21
00104243,,2016-02-22
00104243,,2016-02-23
00104243,,2016-02-24
00104243,,2016-02-25
00104243,,2016-02-26
00104243,,2016-02-27
00104243,,2016-02-28
00104243,,2016-02-29
00104243,,2016-03-01
00104243,,2016-03-02
00104243,,2016-03-03
00104243,,2016-03-04
00104243,,2016-03-05
00104243,,2016-03-06
00104243,,2016-03-07
00104243,,2016-03-08
00104284,,2016-02-09
00104284,,2016-02-10
00104284,,2016-02-11
00104284,,2016-02-12
00104284,,2016-02-13
00104284,,2016-02-14
00104284,,2016-02-15
00104284,,2016-02-16
00104284,,2016-02-17
00104284,,2016-02-18
00104284,,2016-02-19
00104284,,2016-02-20
00104284,,2016-02-21
00104284,,2016-02-22
00104284,,2016-02-23
00104284,,2016-02-24
00104284,,2016-02-25
00104284,,2016-02-26
00104284,,2016-02-27
00104284,,2016-02-28
00104284,,2016-02-29
00104284,,2016-03-01
00104284,,2016-03-02
00104284,,2016-03-03
00104284,,2016-03-04
00104284,,2016-03-05
00104284,,2016-03-06
00104284,,2016-03-07
00104284,,2016-03-08
00104284,,2016-03-09
001042A8,,2016-02-09
001042A8,,2016-02-10
001042A8,,2016-02-11
001042A8,,2016-02-12
001042A8,,2016-02-13
001042A8,,2016-02-14
001042A8,,2016-02-15
001042A8,,2016-02-16
001042A8,,2016-02-17
001042A8,,2016-02-18
001042A8,,2016-02-19
001042A8,,2016-02-20
001042A8,,2016-02-21
001042A8,,2016-02-22
001042A8,,2016-02-23
001042A8,,2016-02-24
001042A8,,2016-02-25
001042A8,,2016-02-26
001042A8,,2016-02-27
001042A8,,2016-02-28
001042A8,,2016-02-29
001042A8,,2016-03-01
001042A8,,2016-03-02
001042A8,,2016-03-03
001042A8,,2016-03-04
001042A8,,2016-03-05
001042A8,,2016-03-06
001042A8,,2016-03-07
00104562,2016-02-29,2016-02-11
00104562,2016-03-03,2016-02-12
00104562,2016-03-06,2016-02-13
00104562,2016-03-07,2016-02-14
00104562,,2016-02-15
00104562,,2016-02-16
00104562,,2016-02-17
00104562,,2016-02-18
00104562,,2016-02-19
00104562,,2016-02-20
00104562,,2016-02-21
00104562,,2016-02-22
00104562,,2016-02-23
00104562,,2016-02-24
00104562,,2016-02-25
00104562,,2016-02-26
00104562,,2016-02-27
00104562,,2016-02-28
00104562,,2016-03-01
00104562,,2016-03-02
00104562,,2016-03-04
00104562,,2016-03-05
00104562,,2016-03-08
