Meter,Days Connected,Days Disconnected
001031DB,,2016-02-26
001031DB,,2016-02-27
001031DB,,2016-02-28
001031DB,,2016-03-01
001031DB,,2016-03-02
001031DB,,2016-03-03
001031DB,,2016-03-04
001031DB,,2016-03-05
001031DB,,2016-03-06
001031DB,,2016-03-07
001031DB,,2016-03-08
001031DB,,2016-03-09
0010324C,2016-02-09,2016-02-10
0010324C,,2016-02-11
0010324C,,2016-02-12
0010324C,,2016-02-13
0010324C,,2016-02-14
0010324C,,2016-02-15
0010324C,,2016-02-16
0010324C,,2016-02-17
0010324C,,2016-02-18
0010324C,,2016-02-19
0010324C,,2016-02-20
0010324C,,2016-02-21
0010324C,,2016-02-22
0010324C,,2016-02-23
0010324C,,2016-02-24
0010324C,,2016-02-25
0010324C,,2016-02-26
0010324C,,2016-02-27
0010324C,,2016-02-28
0010324C,,2016-02-29
0010324C,,2016-03-01
0010324C,,2016-03-02
00103250,2016-02-22,2016-02-11
00103250,,2016-02-12
00103250,,2016-02-13
00103250,,2016-02-14
00103250,,2016-02-15
00103250,,2016-02-16
00103250,,2016-02-17
00103250,,2016-02-18
00103250,,2016-02-19
00103250,,2016-02-20
00103250,,2016-02-21
00103250,,2016-02-23
00103250,,2016-02-24
00103250,,2016-02-25
00103250,,2016-02-26
00103250,,2016-02-27
00103250,,2016-02-28
00103250,,2016-02-29
00103250,,2016-03-01
00103250,,2016-03-02
00103250,,2016-03-03
00103250,,2016-03-04
00103250,,2016-03-05
00103250,,2016-03-06
00103250,,2016-03-07
00103250,,2016-03-08
0010325E,,2016-02-09
0010325E,,2016-02-10
0010325E,,2016-02-11
0010325E,,2016-02-12
0010325E,,2016-02-13
0010325E,,2016-02-14
0010325E,,2016-02-15
0010325E,,2016-02-16
0010325E,,2016-02-17
0010325E,,2016-02-18
0010325E,,2016-02-19
0010325E,,2016-02-20
0010325E,,2016-02-21
0010325E,,2016-02-22
0010325E,,2016-02-23
0010325E,,2016-02-24
0010325E,,2016-02-25
0010326F,,2016-02-10
0010326F,,2016-02-11
0010326F,,2016-02-12
0010326F,,2016-02-13
0010326F,,2016-02-14
0010326F,,2016-02-15
0010326F,,2016-02-16
0010326F,,2016-02-17
0010326F,,2016-02-18
0010326F,,2016-02-19
0010326F,,2016-02-20
0010326F,,2016-02-21
0010326F,,2016-02-22
0010326F,,2016-02-23
0010326F,,2016-02-24
0010326F,,2016-02-25
0010326F,,2016-02-26
0010326F,,2016-02-27
0010326F,,2016-02-28
0010326F,,2016-02-29
0010326F,,2016-03-01
0010326F,,2016-03-02
0010326F,,2016-03-03
0010326F,,2016-03-04
0010326F,,2016-03-05
0010326F,,2016-03-06
0010326F,,2016-03-07
0010326F,,2016-03-08
00103275,,2016-02-09
00103275,,2016-02-10
00103275,,2016-02-11
00103275,,2016-02-12
00103275,,2016-02-13
00103275,,2016-02-14
00103275,,2016-02-15
00103275,,2016-02-16
00103275,,2016-02-17
00103275,,2016-02-18
00103275,,2016-02-19
00103275,,2016-02-20
00103275,,2016-02-21
00103275,,2016-02-22
00103275,,2016-02-23
00103275,,2016-02-24
00103275,,2016-02-25
00103275,,2016-02-26
00103275,,2016-02-27
00103275,,2016-02-28
00103275,,2016-02-29
00103275,,2016-03-01
00103275,,2016-03-02
00103275,,2016-03-03
00103275,,2016-03-04
00103275,,2016-03-05
00103275,,2016-03-06
00103275,,2016-03-07
00103275,,2016-03-08
00103275,,2016-03-09
00103281,,2016-02-09
00103281,,2016-02-10
00103281,,2016-02-11
00103281,,2016-02-12
00103281,,2016-02-13
00103281,,2016-02-14
00103281,,2016-02-15
00103281,,2016-02-16
00103281,,2016-02-17
00103281,,2016-02-18
00103281,,2016-02-19
00103281,,2016-02-20
00103281,,2016-02-21
00103281,,2016-02-22
00103281,,2016-02-23
00103281,,2016-02-24
00103281,,2016-02-25
00103281,,2016-02-26
00103281,,2016-02-27
00103281,,2016-02-28
00103281,,2016-02-29
00103281,,2016-03-01
00103281,,2016-03-02
00103281,,2016-03-03
00103281,,2016-03-04
00103281,,2016-03-05
00103281,,2016-03-06
00103281,,2016-03-07
00103281,,2016-03-08
00103281,,2016-03-09
0010328F,,2016-02-12
0010328F,,2016-02-13
0010328F,,2016-02-14
0010328F,,2016-02-15
0010328F,,2016-02-16
0010328F,,2016-02-17
0010328F,,2016-02-18
0010328F,,2016-02-19
0010328F,,2016-02-20
0010328F,,2016-02-21
0010328F,,2016-02-22
0010328F,,2016-02-23
0010328F,,2016-02-24
0010328F,,2016-02-25
0010328F,,2016-02-26
0010328F,,2016-02-27
0010328F,,2016-02-28
0010328F,,2016-02-29
0010328F,,2016-03-01
0010328F,,2016-03-02
0010328F,,2016-03-03
0010328F,,2016-03-04
0010328F,,2016-03-05
0010328F,,2016-03-06
0010328F,,2016-03-07
001032F4,,2016-02-14
001032F4,,2016-02-15
001032F4,,2016-02-16
001032F4,,2016-02-17
001032F4,,2016-02-18
001032F4,,2016-02-19
001032F4,,2016-02-20
001032F4,,2016-02-21
001032F4,,2016-02-22
001032F4,,2016-02-23
001032F4,,2016-02-24
001032F4,,2016-02-25
001032F4,,2016-02-26
001032F4,,2016-02-27
001032F4,,2016-02-28
001032F4,,2016-02-29
001032F4,,2016-03-01
001032F4,,2016-03-02
001032F4,,2016-03-03
001032F4,,2016-03-04
001032F4,,2016-03-05
001032F4,,2016-03-06
001032F4,,2016-03-07
001032F9,,2016-02-09
001032F9,,2016-02-10
001032F9,,2016-02-11
001032F9,,2016-02-12
001032F9,,2016-02-13
001032F9,,2016-02-14
001032F9,,2016-02-15
001032F9,,2016-02-16
001032F9,,2016-02-17
001032F9,,2016-02-18
001032F9,,2016-02-19
001032F9,,2016-02-20
001032F9,,2016-02-21
001032F9,,2016-02-22
001032F9,,2016-02-23
001032F9,,2016-02-24
001032F9,,2016-02-25
001032F9,,2016-02-26
001032F9,,2016-02-27
001032F9,,2016-02-28
001032F9,,2016-02-29
001032F9,,2016-03-01
001032F9,,2016-03-02
001032F9,,2016-03-03
001032F9,,2016-03-04
001032F9,,2016-03-05
001032F9,,2016-03-06
001032F9,,2016-03-07
001032F9,,2016-03-08
001032F9,,2016-03-09
00103326,,2016-02-10
00103326,,2016-02-11
00103326,,2016-02-12
00103326,,2016-02-13
00103326,,2016-02-14
00103326,,2016-02-15
00103326,,2016-02-16
00103326,,2016-02-17
00103326,,2016-02-18
00103326,,2016-02-19
00103326,,2016-02-20
00103326,,2016-02-21
00103326,,2016-02-22
00103326,,2016-02-23
00103326,,2016-02-24
00103326,,2016-02-25
00103326,,2016-02-26
00103326,,2016-02-27
00103326,,2016-02-28
00103326,,2016-02-29
00103326,,2016-03-01
00103326,,2016-03-02
00103326,,2016-03-03
00103326,,2016-03-04
00103326,,2016-03-05
00103326,,2016-03-06
00103326,,2016-03-07
00103326,,2016-03-08
00103326,,2016-03-09
0010333F,2016-02-09,2016-02-14
0010333F,2016-02-10,2016-02-16
0010333F,2016-02-11,2016-02-17
0010333F,2016-02-12,2016-02-20
0010333F,2016-02-13,2016-02-21
0010333F,2016-02-15,2016-02-23
0010333F,2016-02-18,2016-02-25
0010333F,2016-02-19,2016-02-26
0010333F,2016-02-22,2016-02-27
0010333F,2016-02-24,2016-02-28
0010333F,2016-03-01,2016-02-29
0010333F,2016-03-02,2016-03-04
0010333F,2016-03-03,2016-03-05
0010333F,,2016-03-06
0010333F,,2016-03-07
0010338C,2016-02-23,2016-02-09
0010338C,2016-02-24,2016-02-10
0010338C,,2016-02-11
0010338C,,2016-02-12
0010338C,,2016-02-13
0010338C,,2016-02-14
0010338C,,2016-02-15
0010338C,,2016-02-16
0010338C,,2016-02-17
0010338C,,2016-02-18
0010338C,,2016-02-19
0010338C,,2016-02-20
0010338C,,2016-02-21
0010338C,,2016-02-22
0010338C,,2016-02-25
0010338C,,2016-02-26
0010338C,,2016-02-27
0010338C,,2016-02-28
0010338C,,2016-02-29
0010338C,,2016-03-01
0010338C,,2016-03-02
0010338C,,2016-03-03
0010338C,,2016-03-04
0010338C,,2016-03-05
0010338C,,2016-03-06
0010338C,,2016-03-07
00103394,,2016-02-09
00103394,,2016-02-10
00103394,,2016-02-11
00103394,,2016-02-12
00103394,,2016-02-13
00103394,,2016-02-14
00103394,,2016-02-15
00103394,,2016-02-16
00103394,,2016-02-17
00103394,,2016-02-18
00103394,,2016-02-19
00103394,,2016-02-20
00103394,,2016-02-21
00103394,,2016-02-22
00103394,,2016-02-23
00103394,,2016-02-24
00103394,,2016-02-25
00103394,,2016-02-26
00103394,,2016-02-27
00103394,,2016-02-28
00103394,,2016-02-29
00103394,,2016-03-01
00103394,,2016-03-02
00103394,,2016-03-03
00103394,,2016-03-04
00103394,,2016-03-05
00103394,,2016-03-06
00103394,,2016-03-07
00103394,,2016-03-08
00103394,,2016-03-09
0010339B,,2016-02-25
0010339B,,2016-02-26
0010339B,,2016-02-27
0010339B,,2016-02-28
0010339B,,2016-02-29
0010339B,,2016-03-01
0010339B,,2016-03-02
0010339B,,2016-03-03
001033D2,,2016-02-10
001033D2,,2016-02-11
001033D2,,2016-02-12
001033D2,,2016-02-13
001033D2,,2016-02-14
001033D2,,2016-02-15
001033D2,,2016-02-16
001033D2,,2016-02-17
001033D2,,2016-02-18
001033D2,,2016-02-19
001033D2,,2016-02-20
001033D2,,2016-02-21
001033D2,,2016-02-22
001033D2,,2016-02-23
001033D2,,2016-02-24
001033D2,,2016-02-25
001033D2,,2016-02-26
001033D2,,2016-02-27
001033D2,,2016-02-28
001033D2,,2016-02-29
001033D2,,2016-03-01
001033D2,,2016-03-02
001033D2,,2016-03-03
001033D2,,2016-03-04
001033D2,,2016-03-05
001033D2,,2016-03-06
001033D2,,2016-03-07
001033EC,,2016-02-09
001033EC,,2016-02-10
001033EC,,2016-02-11
001033EC,,2016-02-12
001033EC,,2016-02-13
001033EC,,2016-02-14
001033EC,,2016-02-15
001033EC,,2016-02-16
001033EC,,2016-02-17
001033EC,,2016-02-18
001033EC,,2016-02-19
001033EC,,2016-02-20
001033EC,,2016-02-21
001033EC,,2016-02-22
001033EC,,2016-02-23
001033EC,,2016-02-24
001033EC,,2016-02-25
001033EC,,2016-02-26
001033EC,,2016-02-27
001033EC,,2016-02-28
001033EC,,2016-02-29
001033EC,,2016-03-01
001033EC,,2016-03-02
001033EC,,2016-03-03
001033EC,,2016-03-04
001033EC,,2016-03-05
001033EC,,2016-03-06
001033EC,,2016-03-07
001033EC,,2016-03-08
0010340E,,2016-02-09
0010340E,,2016-02-10
0010340E,,2016-02-11
0010340E,,2016-02-12
0010340E,,2016-02-13
0010340E,,2016-02-14
0010340E,,2016-02-15
0010340E,,2016-02-16
0010340E,,2016-02-17
0010340E,,2016-02-18
0010340E,,2016-02-19
0010340E,,2016-02-20
0010340E,,2016-02-21
0010340E,,2016-02-22
0010340E,,2016-02-23
0010340E,,2016-02-24
0010340E,,2016-02-25
0010340E,,2016-02-26
0010340E,,2016-02-27
0010340E,,2016-02-28
0010340E,,2016-02-29
0010340E,,2016-03-01
0010340E,,2016-03-02
0010340E,,2016-03-03
0010340E,,2016-03-04
0010340E,,2016-03-05
0010340E,,2016-03-06
0010340E,,2016-03-07
0010340E,,2016-03-08
0010340E,,2016-03-09
00103465,,2016-02-09
00103465,,2016-02-10
00103465,,2016-02-11
00103465,,2016-02-12
00103465,,2016-02-13
00103465,,2016-02-14
00103465,,2016-02-15
00103465,,2016-02-16
00103465,,2016-02-17
00103465,,2016-02-18
00103465,,2016-02-19
00103465,,2016-02-20
00103465,,2016-02-21
00103465,,2016-02-22
00103465,,2016-02-23
00103465,,2016-02-24
00103465,,2016-02-25
00103465,,2016-02-26
00103465,,2016-02-27
00103465,,2016-02-28
00103465,,2016-02-29
00103465,,2016-03-01
00103465,,2016-03-02
00103465,,2016-03-03
00103465,,2016-03-04
00103465,,2016-03-05
00103465,,2016-03-06
00103465,,2016-03-07
00103465,,2016-03-08
00103477,,2016-02-09
00103477,,2016-02-10
00103477,,2016-02-11
00103477,,2016-02-12
00103477,,2016-02-13
00103477,,2016-02-14
00103477,,2016-02-15
00103477,,2016-02-16
00103477,,2016-02-17
00103477,,2016-02-18
00103477,,2016-02-19
00103477,,2016-02-20
00103477,,2016-02-21
00103477,,2016-02-22
00103477,,2016-02-23
00103477,,2016-02-24
00103477,,2016-02-25
00103477,,2016-02-26
00103477,,2016-02-27
00103477,,2016-02-28
00103477,,2016-02-29
00103477,,2016-03-01
00103477,,2016-03-02
00103477,,2016-03-03
00103477,,2016-03-04
00103477,,2016-03-05
00103477,,2016-03-06
00103477,,2016-03-07
00103477,,2016-03-08
00103477,,2016-03-09
0010347B,,2016-02-11
0010347B,,2016-02-12
0010347B,,2016-02-13
0010347B,,2016-02-14
0010347B,,2016-02-15
0010347B,,2016-02-16
0010347B,,2016-02-17
0010347B,,2016-02-18
0010347B,,2016-02-19
0010347B,,2016-02-20
0010347B,,2016-02-21
0010347B,,2016-02-22
0010347B,,2016-02-23
0010347B,,2016-02-24
0010347B,,2016-02-25
0010347B,,2016-02-26
0010347B,,2016-02-27
0010347B,,2016-02-28
0010347B,,2016-02-29
0010347B,,2016-03-01
0010347B,,2016-03-02
0010347B,,2016-03-03
0010347B,,2016-03-04
0010347B,,2016-03-05
0010347B,,2016-03-06
0010347B,,2016-03-07
0010347B,,2016-03-08
0010348E,,2016-02-09
0010348E,,2016-02-10
0010348E,,2016-02-11
0010348E,,2016-02-12
0010348E,,2016-02-13
0010348E,,2016-02-14
0010348E,,2016-02-15
0010348E,,2016-02-16
0010348E,,2016-02-17
0010348E,,2016-02-18
0010348E,,2016-02-19
0010348E,,2016-02-20
0010348E,,2016-02-21
0010348E,,2016-02-22
0010348E,,2016-02-23
0010348E,,2016-02-24
0010348E,,2016-02-25
0010348E,,2016-02-26
001034A6,,2016-02-09
001034A6,,2016-02-10
001034A6,,2016-02-11
001034A6,,2016-02-12
001034A6,,2016-02-13
001034A6,,2016-02-14
001034A6,,2016-02-15
001034A6,,2016-02-16
001034A6,,2016-02-17
001034A6,,2016-02-18
001034A6,,2016-02-19
001034A6,,2016-02-20
001034A6,,2016-02-21
001034A6,,2016-02-22
001034A6,,2016-02-23
001034A6,,2016-02-24
001034A6,,2016-02-25
001034A6,,2016-02-26
001034A6,,2016-02-27
001034A6,,2016-02-28
001034A6,,2016-02-29
001034A6,,2016-03-01
001034A6,,2016-03-02
001034A6,,2016-03-03
001034A6,,2016-03-04
001034A6,,2016-03-05
001034A6,,2016-03-06
001034A6,,2016-03-07
001034A6,,2016-03-08
001034AB,2016-02-18,2016-02-09
001034AB,2016-02-20,2016-02-10
001034AB,,2016-02-11
001034AB,,2016-02-12
001034AB,,2016-02-13
001034AB,,2016-02-14
001034AB,,2016-02-15
001034AB,,2016-02-16
001034AB,,2016-02-17
001034AB,,2016-02-19
001034AB,,2016-02-21
001034AB,,2016-02-22
001034AB,,2016-02-23
001034AB,,2016-02-24
001034AB,,2016-02-25
001034AB,,2016-02-26
001034AB,,2016-02-27
001034AB,,2016-02-28
001034AB,,2016-02-29
001034AB,,2016-03-01
001034AB,,2016-03-02
001034AB,,2016-03-03
001034AB,,2016-03-04
001034AB,,2016-03-05
001034AB,,2016-03-06
001034AB,,2016-03-07
001034B4,,2016-02-09
001034B4,,2016-02-10
001034B4,,2016-02-11
001034B4,,2016-02-12
001034B4,,2016-02-13
001034B4,,2016-02-14
001034B4,,2016-02-15
001034B4,,2016-02-16
001034B4,,2016-02-17
001034B4,,2016-02-18
001034B4,,2016-02-19
001034B4,,2016-02-20
001034B4,,2016-02-21
001034B4,,2016-02-22
001034B4,,2016-02-23
001034B4,,2016-02-24
001034B4,,2016-02-25
001034B4,,2016-02-26
001034B4,,2016-02-27
001034B4,,2016-02-28
001034B4,,2016-02-29
001034B4,,2016-03-01
001034B4,,2016-03-02
001034B4,,2016-03-03
001034B4,,2016-03-04
001034B4,,2016-03-05
001034B4,,2016-03-06
001034B4,,2016-03-07
001034B4,,2016-03-08
001034B4,,2016-03-09
001034C7,,2016-02-09
001034C7,,2016-02-10
001034C7,,2016-02-11
001034C7,,2016-02-12
001034C7,,2016-02-13
001034C7,,2016-02-14
001034C7,,2016-02-15
001034C7,,2016-02-16
001034C7,,2016-02-17
001034C7,,2016-02-18
001034C7,,2016-02-19
001034C7,,2016-02-20
001034C7,,2016-02-21
001034C7,,2016-02-22
001034C7,,2016-02-23
001034C7,,2016-02-24
001034C7,,2016-02-25
001034C7,,2016-02-26
001034C7,,2016-02-27
001034C7,,2016-02-28
001034C7,,2016-02-29
001034C7,,2016-03-01
001034C7,,2016-03-02
001034C7,,2016-03-03
001034C7,,2016-03-04
001034C7,,2016-03-05
001034C7,,2016-03-06
001034C7,,2016-03-07
001034C7,,2016-03-08
001034C7,,2016-03-09
001034FB,2016-02-19,2016-02-09
001034FB,2016-03-06,2016-02-10
001034FB,,2016-02-11
001034FB,,2016-02-12
001034FB,,2016-02-13
001034FB,,2016-02-14
001034FB,,2016-02-15
001034FB,,2016-02-16
001034FB,,2016-02-17
001034FB,,2016-02-18
001034FB,,2016-02-20
001034FB,,2016-02-21
001034FB,,2016-02-22
001034FB,,2016-02-23
001034FB,,2016-02-24
001034FB,,2016-02-25
001034FB,,2016-02-26
001034FB,,2016-02-27
001034FB,,2016-02-28
001034FB,,2016-02-29
001034FB,,2016-03-01
001034FB,,2016-03-02
001034FB,,2016-03-03
001034FB,,2016-03-04
001034FB,,2016-03-05
001034FB,,2016-03-07
001034FB,,2016-03-08
001034FB,,2016-03-09
00103508,,2016-02-09
00103508,,2016-02-10
00103508,,2016-02-11
00103508,,2016-02-12
00103508,,2016-02-13
00103508,,2016-02-14
00103508,,2016-02-15
00103508,,2016-02-16
00103508,,2016-02-17
00103508,,2016-02-18
00103508,,2016-02-19
00103508,,2016-02-20
00103508,,2016-02-21
00103508,,2016-02-22
00103508,,2016-02-23
00103508,,2016-02-24
00103508,,2016-02-25
00103508,,2016-02-26
00103508,,2016-02-27
00103508,,2016-02-28
00103508,,2016-02-29
00103508,,2016-03-01
00103508,,2016-03-02
00103508,,2016-03-03
00103508,,2016-03-04
00103508,,2016-03-05
00103508,,2016-03-06
0010354B,2016-02-28,2016-02-23
0010354B,2016-02-29,2016-02-24
0010354B,2016-03-04,2016-02-25
0010354B,2016-03-05,2016-02-26
0010354B,2016-03-06,2016-02-27
0010354B,2016-03-08,2016-03-01
0010354B,,2016-03-02
0010354B,,2016-03-03
0010354B,,2016-03-07
0010354B,,2016-03-09
0010356E,,2016-02-09
0010356E,,2016-02-10
0010356E,,2016-02-11
0010356E,,2016-02-12
0010356E,,2016-02-13
0010356E,,2016-02-14
0010356E,,2016-02-15
0010356E,,2016-02-16
0010356E,,2016-02-17
0010356E,,2016-02-18
0010356E,,2016-02-19
0010356E,,2016-02-20
0010356E,,2016-02-21
0010356E,,2016-02-22
0010356E,,2016-02-23
0010356E,,2016-02-24
0010356E,,2016-02-25
0010356E,,2016-02-26
0010356E,,2016-02-27
0010356E,,2016-02-28
0010356E,,2016-02-29
0010356E,,2016-03-01
0010356E,,2016-03-02
0010356E,,2016-03-03
0010356E,,2016-03-04
0010356E,,2016-03-05
0010356E,,2016-03-06
0010356E,,2016-03-07
0010356E,,2016-03-08
0010356E,,2016-03-09
00103585,,2016-02-10
00103585,,2016-02-11
00103585,,2016-02-12
00103585,,2016-02-13
00103585,,2016-02-14
00103585,,2016-02-15
00103585,,2016-02-16
00103585,,2016-02-17
00103585,,2016-02-18
00103585,,2016-02-19
00103585,,2016-02-20
00103585,,2016-02-21
00103585,,2016-02-22
00103585,,2016-02-23
00103585,,2016-02-24
00103585,,2016-02-25
00103585,,2016-02-26
00103585,,2016-02-27
00103585,,2016-02-28
00103585,,2016-02-29
00103585,,2016-03-01
00103585,,2016-03-02
00103585,,2016-03-03
00103585,,2016-03-04
00103585,,2016-03-05
00103585,,2016-03-06
00103585,,2016-03-07
00103585,,2016-03-08
0010358A,2016-02-16,2016-02-11
0010358A,2016-02-29,2016-02-12
0010358A,2016-03-01,2016-02-13
0010358A,2016-03-02,2016-02-14
0010358A,2016-03-03,2016-02-15
0010358A,2016-03-05,2016-02-17
0010358A,2016-03-07,2016-02-18
0010358A,2016-03-08,2016-02-19
0010358A,2016-03-09,2016-02-20
0010358A,,2016-02-21
0010358A,,2016-02-22
0010358A,,2016-02-23
0010358A,,2016-02-24
0010358A,,2016-02-25
0010358A,,2016-02-26
0010358A,,2016-02-27
0010358A,,2016-02-28
0010358A,,2016-03-04
0010358A,,2016-03-06
001035B2,,2016-02-09
001035B2,,2016-02-10
001035B2,,2016-02-11
001035B2,,2016-02-12
001035B2,,2016-02-13
001035B2,,2016-02-14
001035B2,,2016-02-15
001035B2,,2016-02-16
001035B2,,2016-02-17
001035B2,,2016-02-18
001035B2,,2016-02-19
001035B2,,2016-02-20
001035B2,,2016-02-21
001035B2,,2016-02-22
001035B2,,2016-02-23
001035B2,,2016-02-24
001035B2,,2016-02-25
001035B2,,2016-02-26
001035B2,,2016-02-27
001035B2,,2016-02-28
001035B2,,2016-02-29
001035B2,,2016-03-01
001035B2,,2016-03-02
001035B2,,2016-03-03
001035B2,,2016-03-04
001035B2,,2016-03-05
001035B2,,2016-03-06
001035B2,,2016-03-07
001035B2,,2016-03-08
001035B2,,2016-03-09
001035B6,2016-03-09,2016-02-09
001035B6,,2016-02-10
001035B6,,2016-02-11
001035B6,,2016-02-12
001035B6,,2016-02-13
001035B6,,2016-02-14
001035B6,,2016-02-15
001035B6,,2016-02-16
001035B6,,2016-02-17
001035B6,,2016-02-18
001035B6,,2016-02-19
001035B6,,2016-02-20
001035B6,,2016-02-21
001035B6,,2016-02-22
001035B6,,2016-02-23
001035B6,,2016-02-24
001035B6,,2016-02-25
001035B6,,2016-02-26
001035B6,,2016-02-27
001035B6,,2016-02-28
001035B6,,2016-02-29
001035B6,,2016-03-01
001035B6,,2016-03-02
001035B6,,2016-03-03
001035B6,,2016-03-04
001035B6,,2016-03-05
001035B6,,2016-03-06
001035B6,,2016-03-07
001035B6,,2016-03-08
001035BF,,2016-02-09
001035BF,,2016-02-10
001035BF,,2016-02-11
001035BF,,2016-02-12
001035BF,,2016-02-13
001035BF,,2016-02-14
001035BF,,2016-02-15
001035BF,,2016-02-16
001035BF,,2016-02-17
001035BF,,2016-02-18
001035BF,,2016-02-19
001035BF,,2016-02-20
001035BF,,2016-02-21
001035BF,,2016-02-22
001035BF,,2016-02-23
001035BF,,2016-02-24
001035BF,,2016-02-25
001035BF,,2016-02-26
001035BF,,2016-02-27
001035BF,,2016-02-28
001035BF,,2016-02-29
001035BF,,2016-03-01
001035BF,,2016-03-02
001035BF,,2016-03-03
001035BF,,2016-03-04
001035BF,,2016-03-05
001035BF,,2016-03-06
001035BF,,2016-03-07
001035BF,,2016-03-08
001035BF,,2016-03-09
001035D6,,2016-02-10
001035D6,,2016-02-11
001035D6,,2016-02-12
001035D6,,2016-02-13
001035D6,,2016-02-14
001035D6,,2016-02-15
001035D6,,2016-02-16
001035D6,,2016-02-17
001035D6,,2016-02-18
001035D6,,2016-02-19
001035D6,,2016-02-20
001035D6,,2016-02-21
001035D6,,2016-02-22
001035D6,,2016-02-23
001035D6,,2016-02-24
001035D6,,2016-02-25
001035D6,,2016-02-26
001035D6,,2016-02-27
001035D6,,2016-02-28
001035D6,,2016-02-29
001035E0,,2016-02-10
001035E0,,2016-02-11
001035E0,,2016-02-12
001035E0,,2016-02-13
001035E0,,2016-02-14
001035E0,,2016-02-15
001035E0,,2016-02-16
001035E0,,2016-02-17
001035E0,,2016-02-18
001035E0,,2016-02-19
001035E0,,2016-02-20
001035E0,,2016-02-21
001035E0,,2016-02-22
001035E0,,2016-02-23
001035E0,,2016-02-24
001035E0,,2016-02-25
001035E0,,2016-02-26
001035E0,,2016-02-27
001035E0,,2016-02-28
001035E0,,2016-02-29
001035E0,,2016-03-01
001035E0,,2016-03-02
001035E0,,2016-03-03
001035E0,,2016-03-04
001035E0,,2016-03-05
001035E0,,2016-03-06
001035E0,,2016-03-07
001035E0,,2016-03-08
00103610,,2016-02-09
00103610,,2016-02-10
00103610,,2016-02-11
00103610,,2016-02-12
00103610,,2016-02-13
00103610,,2016-02-14
00103610,,2016-02-15
00103610,,2016-02-16
00103610,,2016-02-17
00103610,,2016-02-18
00103610,,2016-02-19
00103610,,2016-02-20
00103610,,2016-02-21
00103610,,2016-02-22
00103610,,2016-02-23
00103610,,2016-02-24
00103610,,2016-02-25
00103610,,2016-02-26
00103610,,2016-02-27
00103610,,2016-02-28
00103610,,2016-02-29
00103610,,2016-03-01
00103610,,2016-03-02
00103610,,2016-03-03
00103610,,2016-03-04
00103610,,2016-03-05
00103610,,2016-03-06
00103610,,2016-03-07
00103623,,2016-02-11
00103623,,2016-02-12
00103623,,2016-02-13
00103623,,2016-02-14
00103623,,2016-02-15
00103623,,2016-02-16
00103623,,2016-02-17
00103623,,2016-02-18
00103623,,2016-02-19
00103623,,2016-02-20
00103623,,2016-02-21
00103623,,2016-02-22
00103623,,2016-02-23
00103623,,2016-02-24
00103623,,2016-02-25
00103623,,2016-02-26
00103623,,2016-02-27
00103628,,2016-02-09
00103628,,2016-02-10
00103628,,2016-02-11
00103628,,2016-02-12
00103628,,2016-02-13
00103628,,2016-02-14
00103628,,2016-02-15
00103628,,2016-02-16
00103628,,2016-02-17
00103628,,2016-02-18
00103628,,2016-02-19
00103628,,2016-02-20
00103628,,2016-02-21
00103628,,2016-02-22
00103628,,2016-02-23
00103628,,2016-02-24
00103628,,2016-02-25
00103628,,2016-02-26
00103628,,2016-02-27
00103628,,2016-02-28
00103628,,2016-02-29
00103628,,2016-03-01
00103628,,2016-03-02
00103628,,2016-03-03
00103628,,2016-03-04
00103628,,2016-03-05
00103628,,2016-03-06
00103628,,2016-03-07
0010369C,,2016-02-11
0010369C,,2016-02-12
0010369C,,2016-02-13
0010369C,,2016-02-14
0010369C,,2016-02-15
0010369C,,2016-02-16
0010369C,,2016-02-17
0010369C,,2016-02-18
0010369C,,2016-02-19
0010369C,,2016-02-20
0010369C,,2016-02-21
0010369C,,2016-02-22
0010369C,,2016-02-23
0010369C,,2016-02-24
0010369C,,2016-02-25
0010369C,,2016-02-26
0010369C,,2016-02-27
0010369C,,2016-02-28
0010369C,,2016-02-29
0010369C,,2016-03-01
0010369C,,2016-03-02
0010369C,,2016-03-03
0010369C,,2016-03-04
0010369C,,2016-03-05
0010369C,,2016-03-06
0010369C,,2016-03-07
0010369C,,2016-03-08
001036A7,2016-03-09,2016-03-03
001036A7,,2016-03-04
001036A7,,2016-03-05
001036A7,,2016-03-06
001036A7,,2016-03-07
001036A7,,2016-03-08
001036E5,2016-02-09,2016-02-10
001036E5,2016-03-02,2016-02-11
001036E5,,2016-02-12
001036E5,,2016-02-13
001036E5,,2016-02-14
001036E5,,2016-02-15
001036E5,,2016-02-16
001036E5,,2016-02-17
001036E5,,2016-02-18
001036E5,,2016-02-19
001036E5,,2016-02-20
001036E5,,2016-02-21
001036E5,,2016-02-22
001036E5,,2016-02-23
001036E5,,2016-02-24
001036E5,,2016-02-25
001036E5,,2016-02-26
001036E5,,2016-02-27
001036E5,,2016-02-28
001036E5,,2016-02-29
001036E5,,2016-03-01
001036E5,,2016-03-03
001036E5,,2016-03-04
001036E5,,2016-03-05
001036E5,,2016-03-06
001036E5,,2016-03-07
001036E5,,2016-03-08
00103723,,2016-02-09
00103723,,2016-02-10
00103723,,2016-02-11
00103723,,2016-02-12
00103723,,2016-02-13
00103723,,2016-02-14
00103723,,2016-02-15
00103723,,2016-02-16
00103723,,2016-02-17
00103723,,2016-02-18
00103723,,2016-02-19
00103723,,2016-02-20
00103723,,2016-02-21
00103723,,2016-02-22
00103723,,2016-02-23
